Ultimo,Abertura,Maxima,Minima,Ultimo_2,Abertura_2,Maxima_2,Minima_2,Ultimo_3,Abertura_3,Maxima_3,Minima_3,Dia_seguinte
0.9994,0.9994,0.9997,0.9991,1.0000,0.9994,1.0000,0.9994,0.9995,1.0000,1.0000,0.9995,0.9994
1.0000,0.9994,1.0000,0.9994,0.9995,1.0000,1.0000,0.9995,0.9994,0.9995,0.9996,0.9993,0.9993
0.9995,1.0000,1.0000,0.9995,0.9994,0.9995,0.9996,0.9993,0.9993,0.9994,1.0000,0.9991,0.9991
0.9994,0.9995,0.9996,0.9993,0.9993,0.9994,1.0000,0.9991,0.9991,0.9993,0.9996,0.9991,0.9994
0.9993,0.9994,1.0000,0.9991,0.9991,0.9993,0.9996,0.9991,0.9994,0.9991,0.9997,0.9991,0.9992
0.9991,0.9993,0.9996,0.9991,0.9994,0.9991,0.9997,0.9991,0.9992,0.9994,0.9996,0.9992,0.9992
0.9994,0.9991,0.9997,0.9991,0.9992,0.9994,0.9996,0.9992,0.9992,0.9992,0.9994,0.9991,0.9992
0.9992,0.9994,0.9996,0.9992,0.9992,0.9992,0.9994,0.9991,0.9992,0.9992,0.9993,0.9990,0.9992
0.9992,0.9992,0.9994,0.9991,0.9992,0.9992,0.9993,0.9990,0.9992,0.9993,0.9994,0.9992,0.9995
0.9992,0.9992,0.9993,0.9990,0.9992,0.9993,0.9994,0.9992,0.9995,0.9992,0.9995,0.9990,1.0000
0.9992,0.9993,0.9994,0.9992,0.9995,0.9992,0.9995,0.9990,1.0000,0.9994,1.0001,0.9990,0.9997
0.9995,0.9992,0.9995,0.9990,1.0000,0.9994,1.0001,0.9990,0.9997,1.0000,1.0004,0.9994,0.9994
1.0000,0.9994,1.0001,0.9990,0.9997,1.0000,1.0004,0.9994,0.9994,0.9997,0.9998,0.9992,1.0000
0.9997,1.0000,1.0004,0.9994,0.9994,0.9997,0.9998,0.9992,1.0000,0.9994,1.0001,0.9994,0.9998
0.9994,0.9997,0.9998,0.9992,1.0000,0.9994,1.0001,0.9994,0.9998,1.0000,1.0001,0.9998,0.9997
1.0000,0.9994,1.0001,0.9994,0.9998,1.0000,1.0001,0.9998,0.9997,0.9998,0.9999,0.9997,0.9997
0.9998,1.0000,1.0001,0.9998,0.9997,0.9998,0.9999,0.9997,0.9997,0.9997,1.0002,0.9996,0.9995
0.9997,0.9998,0.9999,0.9997,0.9997,0.9997,1.0002,0.9996,0.9995,0.9997,0.9999,0.9992,0.9996
0.9997,0.9997,1.0002,0.9996,0.9995,0.9997,0.9999,0.9992,0.9996,0.9995,0.9997,0.9995,0.9995
0.9995,0.9997,0.9999,0.9992,0.9996,0.9995,0.9997,0.9995,0.9995,0.9996,0.9997,0.9992,0.9991
0.9996,0.9995,0.9997,0.9995,0.9995,0.9996,0.9997,0.9992,0.9991,0.9995,0.9996,0.9989,0.9995
0.9995,0.9996,0.9997,0.9992,0.9991,0.9995,0.9996,0.9989,0.9995,0.9991,0.9996,0.9991,0.9993
0.9991,0.9995,0.9996,0.9989,0.9995,0.9991,0.9996,0.9991,0.9993,0.9995,0.9997,0.9992,0.9994
0.9995,0.9991,0.9996,0.9991,0.9993,0.9995,0.9997,0.9992,0.9994,0.9993,0.9996,0.9991,1.0000
0.9993,0.9995,0.9997,0.9992,0.9994,0.9993,0.9996,0.9991,1.0000,0.9994,1.0002,0.9994,0.9997
0.9994,0.9993,0.9996,0.9991,1.0000,0.9994,1.0002,0.9994,0.9997,1.0000,1.0001,0.9994,0.9994
1.0000,0.9994,1.0002,0.9994,0.9997,1.0000,1.0001,0.9994,0.9994,0.9998,0.9999,0.9991,0.9994
0.9997,1.0000,1.0001,0.9994,0.9994,0.9998,0.9999,0.9991,0.9994,0.9994,0.9996,0.9989,0.9995
0.9994,0.9998,0.9999,0.9991,0.9994,0.9994,0.9996,0.9989,0.9995,0.9994,0.9996,0.9992,0.9994
0.9994,0.9994,0.9996,0.9989,0.9995,0.9994,0.9996,0.9992,0.9994,0.9995,1.0001,0.9993,0.9992
0.9995,0.9994,0.9996,0.9992,0.9994,0.9995,1.0001,0.9993,0.9992,0.9994,0.9996,0.9991,0.9991
0.9994,0.9995,1.0001,0.9993,0.9992,0.9994,0.9996,0.9991,0.9991,0.9992,0.9994,0.9991,0.9996
0.9992,0.9994,0.9996,0.9991,0.9991,0.9992,0.9994,0.9991,0.9996,0.9991,0.9997,0.9990,0.9993
0.9991,0.9992,0.9994,0.9991,0.9996,0.9991,0.9997,0.9990,0.9993,0.9996,0.9997,0.9991,0.9995
0.9996,0.9991,0.9997,0.9990,0.9993,0.9996,0.9997,0.9991,0.9995,0.9993,0.9997,0.9988,0.9989
0.9993,0.9996,0.9997,0.9991,0.9995,0.9993,0.9997,0.9988,0.9989,0.9995,0.9996,0.9943,0.9989
0.9995,0.9993,0.9997,0.9988,0.9989,0.9995,0.9996,0.9943,0.9989,0.9989,0.9990,0.9983,0.9990
0.9989,0.9995,0.9996,0.9943,0.9989,0.9989,0.9990,0.9983,0.9990,0.9989,0.9994,0.9988,0.9991
0.9989,0.9989,0.9990,0.9983,0.9990,0.9989,0.9994,0.9988,0.9991,0.9989,0.9992,0.9989,0.9992
0.9990,0.9989,0.9994,0.9988,0.9991,0.9989,0.9992,0.9989,0.9992,0.9991,0.9992,0.9990,0.9997
0.9991,0.9989,0.9992,0.9989,0.9992,0.9991,0.9992,0.9990,0.9997,0.9992,0.9998,0.9990,0.9996
0.9992,0.9991,0.9992,0.9990,0.9997,0.9992,0.9998,0.9990,0.9996,0.9997,1.0000,0.9996,0.9996
0.9997,0.9992,0.9998,0.9990,0.9996,0.9997,1.0000,0.9996,0.9996,0.9996,0.9999,0.9995,0.9995
0.9996,0.9997,1.0000,0.9996,0.9996,0.9996,0.9999,0.9995,0.9995,0.9996,0.9997,0.9995,0.9999
0.9996,0.9996,0.9999,0.9995,0.9995,0.9996,0.9997,0.9995,0.9999,0.9995,1.0001,0.9994,0.9995
0.9995,0.9996,0.9997,0.9995,0.9999,0.9995,1.0001,0.9994,0.9995,1.0000,1.0000,0.9994,0.9998
0.9999,0.9995,1.0001,0.9994,0.9995,1.0000,1.0000,0.9994,0.9998,0.9995,0.9998,0.9994,0.9998
0.9995,1.0000,1.0000,0.9994,0.9998,0.9995,0.9998,0.9994,0.9998,0.9997,0.9999,0.9994,0.9998
0.9998,0.9995,0.9998,0.9994,0.9998,0.9997,0.9999,0.9994,0.9998,0.9998,0.9999,0.9997,0.9998
0.9998,0.9997,0.9999,0.9994,0.9998,0.9998,0.9999,0.9997,0.9998,0.9998,0.9999,0.9996,0.9998
0.9998,0.9998,0.9999,0.9997,0.9998,0.9998,0.9999,0.9996,0.9998,0.9998,0.9999,0.9996,0.9998
0.9998,0.9998,0.9999,0.9996,0.9998,0.9998,0.9999,0.9996,0.9998,0.9998,0.9999,0.9996,0.9995
0.9998,0.9998,0.9999,0.9996,0.9998,0.9998,0.9999,0.9996,0.9995,0.9998,0.9999,0.9994,0.9995
0.9998,0.9998,0.9999,0.9996,0.9995,0.9998,0.9999,0.9994,0.9995,0.9995,0.9997,0.9995,0.9997
0.9995,0.9998,0.9999,0.9994,0.9995,0.9995,0.9997,0.9995,0.9997,0.9995,0.9997,0.9994,0.9995
0.9995,0.9995,0.9997,0.9995,0.9997,0.9995,0.9997,0.9994,0.9995,0.9997,0.9997,0.9994,0.9993
0.9997,0.9995,0.9997,0.9994,0.9995,0.9997,0.9997,0.9994,0.9993,0.9995,0.9995,0.9993,0.9993
0.9995,0.9997,0.9997,0.9994,0.9993,0.9995,0.9995,0.9993,0.9993,0.9993,0.9994,0.9992,0.9995
0.9993,0.9995,0.9995,0.9993,0.9993,0.9993,0.9994,0.9992,0.9995,0.9993,0.9995,0.9993,0.9997
0.9993,0.9993,0.9994,0.9992,0.9995,0.9993,0.9995,0.9993,0.9997,0.9995,1.0000,0.9994,0.9999
0.9995,0.9993,0.9995,0.9993,0.9997,0.9995,1.0000,0.9994,0.9999,0.9997,1.0001,0.9997,0.9997
0.9997,0.9995,1.0000,0.9994,0.9999,0.9997,1.0001,0.9997,0.9997,0.9999,1.0000,0.9996,0.9999
0.9999,0.9997,1.0001,0.9997,0.9997,0.9999,1.0000,0.9996,0.9999,0.9998,1.0002,0.9997,0.9998
0.9997,0.9999,1.0000,0.9996,0.9999,0.9998,1.0002,0.9997,0.9998,0.9999,1.0000,0.9998,0.9999
0.9999,0.9998,1.0002,0.9997,0.9998,0.9999,1.0000,0.9998,0.9999,0.9998,0.9999,0.9998,1.0001
0.9998,0.9999,1.0000,0.9998,0.9999,0.9998,0.9999,0.9998,1.0001,0.9999,1.0003,0.9998,1.0001
0.9999,0.9998,0.9999,0.9998,1.0001,0.9999,1.0003,0.9998,1.0001,1.0002,1.0003,1.0000,1.0001
1.0001,0.9999,1.0003,0.9998,1.0001,1.0002,1.0003,1.0000,1.0001,1.0001,1.0002,1.0000,1.0000
1.0001,1.0002,1.0003,1.0000,1.0001,1.0001,1.0002,1.0000,1.0000,1.0001,1.0005,1.0000,1.0003
1.0001,1.0001,1.0002,1.0000,1.0000,1.0001,1.0005,1.0000,1.0003,1.0001,1.0005,1.0000,1.0002
1.0000,1.0001,1.0005,1.0000,1.0003,1.0001,1.0005,1.0000,1.0002,1.0003,1.0004,1.0001,1.0001
1.0003,1.0001,1.0005,1.0000,1.0002,1.0003,1.0004,1.0001,1.0001,1.0002,1.0003,1.0000,1.0000
1.0002,1.0003,1.0004,1.0001,1.0001,1.0002,1.0003,1.0000,1.0000,1.0001,1.0002,1.0000,0.9994
1.0001,1.0002,1.0003,1.0000,1.0000,1.0001,1.0002,1.0000,0.9994,1.0000,1.0001,0.9994,0.9996
1.0000,1.0001,1.0002,1.0000,0.9994,1.0000,1.0001,0.9994,0.9996,0.9994,0.9996,0.9994,0.9995
0.9994,1.0000,1.0001,0.9994,0.9996,0.9994,0.9996,0.9994,0.9995,0.9996,0.9996,0.9993,0.9996
0.9996,0.9994,0.9996,0.9994,0.9995,0.9996,0.9996,0.9993,0.9996,0.9995,1.0000,0.9994,0.9995
0.9995,0.9996,0.9996,0.9993,0.9996,0.9995,1.0000,0.9994,0.9995,0.9996,0.9998,0.9995,0.9997
0.9996,0.9995,1.0000,0.9994,0.9995,0.9996,0.9998,0.9995,0.9997,0.9995,0.9997,0.9994,0.9999
0.9995,0.9996,0.9998,0.9995,0.9997,0.9995,0.9997,0.9994,0.9999,0.9997,0.9999,0.9996,0.9998
0.9997,0.9995,0.9997,0.9994,0.9999,0.9997,0.9999,0.9996,0.9998,0.9999,1.0000,0.9997,0.9998
0.9999,0.9997,0.9999,0.9996,0.9998,0.9999,1.0000,0.9997,0.9998,0.9997,1.0000,0.9997,1.0000
0.9998,0.9999,1.0000,0.9997,0.9998,0.9997,1.0000,0.9997,1.0000,0.9998,1.0004,0.9998,1.0000
0.9998,0.9997,1.0000,0.9997,1.0000,0.9998,1.0004,0.9998,1.0000,1.0000,1.0002,0.9997,1.0001
1.0000,0.9998,1.0004,0.9998,1.0000,1.0000,1.0002,0.9997,1.0001,1.0000,1.0002,0.9996,1.0000
1.0000,1.0000,1.0002,0.9997,1.0001,1.0000,1.0002,0.9996,1.0000,1.0001,1.0001,0.9999,0.9997
1.0001,1.0000,1.0002,0.9996,1.0000,1.0001,1.0001,0.9999,0.9997,0.9999,1.0001,0.9995,0.9994
1.0000,1.0001,1.0001,0.9999,0.9997,0.9999,1.0001,0.9995,0.9994,0.9997,0.9999,0.9993,0.9993
0.9997,0.9999,1.0001,0.9995,0.9994,0.9997,0.9999,0.9993,0.9993,0.9994,0.9998,0.9992,0.9999
0.9994,0.9997,0.9999,0.9993,0.9993,0.9994,0.9998,0.9992,0.9999,0.9993,1.0000,0.9993,0.9999
0.9993,0.9994,0.9998,0.9992,0.9999,0.9993,1.0000,0.9993,0.9999,0.9999,1.0000,0.9996,0.9997
0.9999,0.9993,1.0000,0.9993,0.9999,0.9999,1.0000,0.9996,0.9997,0.9999,1.0000,0.9997,0.9998
0.9999,0.9999,1.0000,0.9996,0.9997,0.9999,1.0000,0.9997,0.9998,0.9997,0.9998,0.9997,0.9998
0.9997,0.9999,1.0000,0.9997,0.9998,0.9997,0.9998,0.9997,0.9998,0.9997,0.9998,0.9997,0.9996
0.9998,0.9997,0.9998,0.9997,0.9998,0.9997,0.9998,0.9997,0.9996,0.9998,0.9998,0.9994,0.9996
0.9998,0.9997,0.9998,0.9997,0.9996,0.9998,0.9998,0.9994,0.9996,0.9995,0.9997,0.9995,0.9995
0.9996,0.9998,0.9998,0.9994,0.9996,0.9995,0.9997,0.9995,0.9995,0.9996,0.9997,0.9995,0.9995
0.9996,0.9995,0.9997,0.9995,0.9995,0.9996,0.9997,0.9995,0.9995,0.9995,0.9996,0.9992,0.9993
0.9995,0.9996,0.9997,0.9995,0.9995,0.9995,0.9996,0.9992,0.9993,0.9995,0.9996,0.9991,0.9995
0.9995,0.9995,0.9996,0.9992,0.9993,0.9995,0.9996,0.9991,0.9995,0.9993,0.9996,0.9992,0.9993
0.9993,0.9995,0.9996,0.9991,0.9995,0.9993,0.9996,0.9992,0.9993,0.9995,0.9996,0.9992,0.9994
0.9995,0.9993,0.9996,0.9992,0.9993,0.9995,0.9996,0.9992,0.9994,0.9993,0.9995,0.9991,0.9994
0.9993,0.9995,0.9996,0.9992,0.9994,0.9993,0.9995,0.9991,0.9994,0.9994,0.9995,0.9992,0.9993
0.9994,0.9993,0.9995,0.9991,0.9994,0.9994,0.9995,0.9992,0.9993,0.9994,0.9995,0.9991,0.9994
0.9994,0.9994,0.9995,0.9992,0.9993,0.9994,0.9995,0.9991,0.9994,0.9993,0.9995,0.9993,0.9995
0.9993,0.9994,0.9995,0.9991,0.9994,0.9993,0.9995,0.9993,0.9995,0.9994,0.9995,0.9993,0.9994
0.9994,0.9993,0.9995,0.9993,0.9995,0.9994,0.9995,0.9993,0.9994,0.9995,0.9995,0.9994,0.9997
0.9995,0.9994,0.9995,0.9993,0.9994,0.9995,0.9995,0.9994,0.9997,0.9994,0.9997,0.9994,0.9994
0.9994,0.9995,0.9995,0.9994,0.9997,0.9994,0.9997,0.9994,0.9994,0.9996,0.9997,0.9992,0.9995
0.9997,0.9994,0.9997,0.9994,0.9994,0.9996,0.9997,0.9992,0.9995,0.9994,0.9996,0.9993,0.9995
0.9994,0.9996,0.9997,0.9992,0.9995,0.9994,0.9996,0.9993,0.9995,0.9996,0.9996,0.9994,0.9995
0.9995,0.9994,0.9996,0.9993,0.9995,0.9996,0.9996,0.9994,0.9995,0.9995,0.9996,0.9994,0.9997
0.9995,0.9996,0.9996,0.9994,0.9995,0.9995,0.9996,0.9994,0.9997,0.9995,0.9997,0.9994,0.9996
0.9995,0.9995,0.9996,0.9994,0.9997,0.9995,0.9997,0.9994,0.9996,0.9997,0.9997,0.9996,0.9995
0.9997,0.9995,0.9997,0.9994,0.9996,0.9997,0.9997,0.9996,0.9995,0.9996,0.9997,0.9993,0.9995
0.9996,0.9997,0.9997,0.9996,0.9995,0.9996,0.9997,0.9993,0.9995,0.9995,0.9996,0.9994,0.9995
0.9995,0.9996,0.9997,0.9993,0.9995,0.9995,0.9996,0.9994,0.9995,0.9995,0.9996,0.9993,0.9996
0.9995,0.9995,0.9996,0.9994,0.9995,0.9995,0.9996,0.9993,0.9996,0.9995,0.9998,0.9993,0.9996
0.9995,0.9995,0.9996,0.9993,0.9996,0.9995,0.9998,0.9993,0.9996,0.9996,0.9999,0.9995,0.9996
0.9996,0.9995,0.9998,0.9993,0.9996,0.9996,0.9999,0.9995,0.9996,0.9996,0.9997,0.9995,0.9996
0.9996,0.9996,0.9999,0.9995,0.9996,0.9996,0.9997,0.9995,0.9996,0.9996,0.9997,0.9994,0.9997
0.9996,0.9996,0.9997,0.9995,0.9996,0.9996,0.9997,0.9994,0.9997,0.9996,0.9998,0.9995,0.9997
0.9996,0.9996,0.9997,0.9994,0.9997,0.9996,0.9998,0.9995,0.9997,0.9997,0.9999,0.9995,0.9996
0.9997,0.9996,0.9998,0.9995,0.9997,0.9997,0.9999,0.9995,0.9996,0.9996,0.9998,0.9995,1.0000
0.9997,0.9997,0.9999,0.9995,0.9996,0.9996,0.9998,0.9995,1.0000,0.9996,1.0001,0.9996,0.9999
0.9996,0.9996,0.9998,0.9995,1.0000,0.9996,1.0001,0.9996,0.9999,1.0000,1.0001,0.9997,0.9998
1.0000,0.9996,1.0001,0.9996,0.9999,1.0000,1.0001,0.9997,0.9998,0.9999,0.9999,0.9998,0.9998
0.9999,1.0000,1.0001,0.9997,0.9998,0.9999,0.9999,0.9998,0.9998,0.9998,0.9999,0.9998,0.9999
0.9998,0.9999,0.9999,0.9998,0.9998,0.9998,0.9999,0.9998,0.9999,0.9998,1.0000,0.9998,0.9999
0.9998,0.9998,0.9999,0.9998,0.9999,0.9998,1.0000,0.9998,0.9999,0.9999,1.0000,0.9998,0.9998
0.9999,0.9998,1.0000,0.9998,0.9999,0.9999,1.0000,0.9998,0.9998,0.9999,1.0000,0.9997,0.9996
0.9999,0.9999,1.0000,0.9998,0.9998,0.9999,1.0000,0.9997,0.9996,0.9998,0.9998,0.9995,1.0000
0.9998,0.9999,1.0000,0.9997,0.9996,0.9998,0.9998,0.9995,1.0000,0.9996,1.0002,0.9996,1.0000
0.9996,0.9998,0.9998,0.9995,1.0000,0.9996,1.0002,0.9996,1.0000,1.0000,1.0003,0.9999,0.9999
1.0000,0.9996,1.0002,0.9996,1.0000,1.0000,1.0003,0.9999,0.9999,1.0000,1.0000,0.9997,0.9998
1.0000,1.0000,1.0003,0.9999,0.9999,1.0000,1.0000,0.9997,0.9998,0.9999,0.9999,0.9998,0.9997
0.9999,1.0000,1.0000,0.9997,0.9998,0.9999,0.9999,0.9998,0.9997,0.9998,0.9999,0.9996,0.9996
0.9998,0.9999,0.9999,0.9998,0.9997,0.9998,0.9999,0.9996,0.9996,0.9997,0.9998,0.9995,0.9996
0.9997,0.9998,0.9999,0.9996,0.9996,0.9997,0.9998,0.9995,0.9996,0.9996,0.9997,0.9995,0.9994
0.9996,0.9997,0.9998,0.9995,0.9996,0.9996,0.9997,0.9995,0.9994,0.9995,0.9996,0.9993,0.9994
0.9996,0.9996,0.9997,0.9995,0.9994,0.9995,0.9996,0.9993,0.9994,0.9994,0.9995,0.9993,0.9995
0.9994,0.9995,0.9996,0.9993,0.9994,0.9994,0.9995,0.9993,0.9995,0.9994,0.9996,0.9992,0.9997
0.9994,0.9994,0.9995,0.9993,0.9995,0.9994,0.9996,0.9992,0.9997,0.9995,0.9997,0.9994,0.9996
0.9995,0.9994,0.9996,0.9992,0.9997,0.9995,0.9997,0.9994,0.9996,0.9997,0.9997,0.9993,0.9996
0.9997,0.9995,0.9997,0.9994,0.9996,0.9997,0.9997,0.9993,0.9996,0.9995,0.9998,0.9995,0.9995
0.9996,0.9997,0.9997,0.9993,0.9996,0.9995,0.9998,0.9995,0.9995,0.9996,0.9997,0.9993,0.9996
0.9996,0.9995,0.9998,0.9995,0.9995,0.9996,0.9997,0.9993,0.9996,0.9995,0.9996,0.9992,0.9996
0.9995,0.9996,0.9997,0.9993,0.9996,0.9995,0.9996,0.9992,0.9996,0.9996,0.9997,0.9994,0.9996
0.9996,0.9995,0.9996,0.9992,0.9996,0.9996,0.9997,0.9994,0.9996,0.9996,0.9997,0.9995,0.9996
0.9996,0.9996,0.9997,0.9994,0.9996,0.9996,0.9997,0.9995,0.9996,0.9996,0.9998,0.9994,0.9997
0.9996,0.9996,0.9997,0.9995,0.9996,0.9996,0.9998,0.9994,0.9997,0.9996,0.9997,0.9995,0.9997
0.9996,0.9996,0.9998,0.9994,0.9997,0.9996,0.9997,0.9995,0.9997,0.9997,1.0000,0.9995,0.9998
0.9997,0.9996,0.9997,0.9995,0.9997,0.9997,1.0000,0.9995,0.9998,0.9997,0.9999,0.9995,0.9996
0.9997,0.9997,1.0000,0.9995,0.9998,0.9997,0.9999,0.9995,0.9996,0.9998,0.9998,0.9995,0.9997
0.9998,0.9997,0.9999,0.9995,0.9996,0.9998,0.9998,0.9995,0.9997,0.9996,0.9998,0.9996,0.9997
0.9996,0.9998,0.9998,0.9995,0.9997,0.9996,0.9998,0.9996,0.9997,0.9997,0.9998,0.9996,0.9998
0.9997,0.9996,0.9998,0.9996,0.9997,0.9997,0.9998,0.9996,0.9998,0.9997,1.0000,0.9997,0.9998
0.9997,0.9997,0.9998,0.9996,0.9998,0.9997,1.0000,0.9997,0.9998,0.9998,0.9999,0.9997,0.9999
0.9998,0.9997,1.0000,0.9997,0.9998,0.9998,0.9999,0.9997,0.9999,0.9998,1.0001,0.9996,0.9999
0.9998,0.9998,0.9999,0.9997,0.9999,0.9998,1.0001,0.9996,0.9999,0.9999,1.0000,0.9998,0.9997
0.9999,0.9998,1.0001,0.9996,0.9999,0.9999,1.0000,0.9998,0.9997,0.9999,1.0000,0.9997,0.9998
0.9999,0.9999,1.0000,0.9998,0.9997,0.9999,1.0000,0.9997,0.9998,0.9998,0.9999,0.9997,0.9997
0.9997,0.9999,1.0000,0.9997,0.9998,0.9998,0.9999,0.9997,0.9997,0.9998,0.9998,0.9996,0.9999
0.9998,0.9998,0.9999,0.9997,0.9997,0.9998,0.9998,0.9996,0.9999,0.9997,0.9999,0.9997,0.9998
0.9997,0.9998,0.9998,0.9996,0.9999,0.9997,0.9999,0.9997,0.9998,0.9999,0.9999,0.9997,0.9999
0.9999,0.9997,0.9999,0.9997,0.9998,0.9999,0.9999,0.9997,0.9999,0.9998,0.9999,0.9998,1.0000
0.9998,0.9999,0.9999,0.9997,0.9999,0.9998,0.9999,0.9998,1.0000,0.9999,1.0000,0.9997,0.9998
0.9999,0.9998,0.9999,0.9998,1.0000,0.9999,1.0000,0.9997,0.9998,1.0000,1.0000,0.9997,0.9999
1.0000,0.9999,1.0000,0.9997,0.9998,1.0000,1.0000,0.9997,0.9999,0.9998,0.9999,0.9997,0.9997
0.9998,1.0000,1.0000,0.9997,0.9999,0.9998,0.9999,0.9997,0.9997,0.9998,0.9999,0.9996,0.9999
0.9999,0.9998,0.9999,0.9997,0.9997,0.9998,0.9999,0.9996,0.9999,0.9997,1.0000,0.9996,0.9997
0.9997,0.9998,0.9999,0.9996,0.9999,0.9997,1.0000,0.9996,0.9997,0.9999,1.0000,0.9997,0.9998
0.9999,0.9997,1.0000,0.9996,0.9997,0.9999,1.0000,0.9997,0.9998,0.9997,1.0000,0.9996,0.9999
0.9997,0.9999,1.0000,0.9997,0.9998,0.9997,1.0000,0.9996,0.9999,0.9998,0.9999,0.9996,1.0000
0.9998,0.9997,1.0000,0.9996,0.9999,0.9998,0.9999,0.9996,1.0000,0.9999,1.0000,0.9996,0.9999
0.9999,0.9998,0.9999,0.9996,1.0000,0.9999,1.0000,0.9996,0.9999,1.0000,1.0000,0.9998,0.9998
1.0000,0.9999,1.0000,0.9996,0.9999,1.0000,1.0000,0.9998,0.9998,0.9999,0.9999,0.9996,1.0000
0.9999,1.0000,1.0000,0.9998,0.9998,0.9999,0.9999,0.9996,1.0000,0.9998,1.0000,0.9997,1.0001
0.9998,0.9999,0.9999,0.9996,1.0000,0.9998,1.0000,0.9997,1.0001,0.9999,1.0001,0.9999,0.9999
1.0000,0.9998,1.0000,0.9997,1.0001,0.9999,1.0001,0.9999,0.9999,1.0001,1.0001,0.9999,1.0000
1.0001,0.9999,1.0001,0.9999,0.9999,1.0001,1.0001,0.9999,1.0000,0.9999,1.0000,0.9998,1.0001
0.9999,1.0001,1.0001,0.9999,1.0000,0.9999,1.0000,0.9998,1.0001,1.0000,1.0002,0.9999,0.9997
1.0000,0.9999,1.0000,0.9998,1.0001,1.0000,1.0002,0.9999,0.9997,1.0001,1.0002,0.9997,1.0000
1.0001,1.0000,1.0002,0.9999,0.9997,1.0001,1.0002,0.9997,1.0000,0.9997,1.0000,0.9996,1.0002
0.9997,1.0001,1.0002,0.9997,1.0000,0.9997,1.0000,0.9996,1.0002,1.0000,1.0002,0.9999,1.0002
1.0000,0.9997,1.0000,0.9996,1.0002,1.0000,1.0002,0.9999,1.0002,1.0002,1.0003,1.0000,1.0001
1.0002,1.0000,1.0002,0.9999,1.0002,1.0002,1.0003,1.0000,1.0001,1.0002,1.0002,1.0001,1.0002
1.0002,1.0002,1.0003,1.0000,1.0001,1.0002,1.0002,1.0001,1.0002,1.0001,1.0002,1.0001,1.0003
1.0001,1.0002,1.0002,1.0001,1.0002,1.0001,1.0002,1.0001,1.0003,1.0002,1.0003,1.0001,1.0003
1.0002,1.0001,1.0002,1.0001,1.0003,1.0002,1.0003,1.0001,1.0003,1.0002,1.0004,1.0002,1.0003
1.0003,1.0002,1.0003,1.0001,1.0003,1.0002,1.0004,1.0002,1.0003,1.0003,1.0006,1.0002,1.0002
1.0003,1.0002,1.0004,1.0002,1.0003,1.0003,1.0006,1.0002,1.0002,1.0003,1.0004,0.9999,1.0004
1.0003,1.0003,1.0006,1.0002,1.0002,1.0003,1.0004,0.9999,1.0004,1.0002,1.0006,0.9999,1.0059
1.0002,1.0003,1.0004,0.9999,1.0004,1.0002,1.0006,0.9999,1.0059,1.0003,1.0202,1.0002,1.0030
1.0004,1.0002,1.0006,0.9999,1.0059,1.0003,1.0202,1.0002,1.0030,1.0059,1.1055,1.0022,1.0018
1.0059,1.0003,1.0202,1.0002,1.0030,1.0059,1.1055,1.0022,1.0018,1.0030,1.0036,1.0010,1.0014
1.0030,1.0059,1.1055,1.0022,1.0018,1.0030,1.0036,1.0010,1.0014,1.0018,1.0024,1.0011,1.0011
1.0018,1.0030,1.0036,1.0010,1.0014,1.0018,1.0024,1.0011,1.0011,1.0014,1.0017,1.0010,1.0014
1.0014,1.0018,1.0024,1.0011,1.0011,1.0014,1.0017,1.0010,1.0014,1.0011,1.0017,1.0008,1.0011
1.0011,1.0014,1.0017,1.0010,1.0014,1.0011,1.0017,1.0008,1.0011,1.0014,1.0015,1.0011,1.0015
1.0014,1.0011,1.0017,1.0008,1.0011,1.0014,1.0015,1.0011,1.0015,1.0011,1.0016,1.0010,1.0011
1.0011,1.0014,1.0015,1.0011,1.0015,1.0011,1.0016,1.0010,1.0011,1.0015,1.0016,1.0010,1.0012
1.0015,1.0011,1.0016,1.0010,1.0011,1.0015,1.0016,1.0010,1.0012,1.0011,1.0013,1.0006,1.0013
1.0011,1.0015,1.0016,1.0010,1.0012,1.0011,1.0013,1.0006,1.0013,1.0012,1.0015,1.0012,1.0011
1.0012,1.0011,1.0013,1.0006,1.0013,1.0012,1.0015,1.0012,1.0011,1.0013,1.0016,1.0010,1.0012
1.0013,1.0012,1.0015,1.0012,1.0011,1.0013,1.0016,1.0010,1.0012,1.0010,1.0012,1.0008,1.0010
1.0011,1.0013,1.0016,1.0010,1.0012,1.0010,1.0012,1.0008,1.0010,1.0011,1.0013,1.0010,1.0011
1.0012,1.0010,1.0012,1.0008,1.0010,1.0011,1.0013,1.0010,1.0011,1.0011,1.0013,1.0010,1.0012
1.0010,1.0011,1.0013,1.0010,1.0011,1.0011,1.0013,1.0010,1.0012,1.0011,1.0014,1.0010,1.0012
1.0011,1.0011,1.0013,1.0010,1.0012,1.0011,1.0014,1.0010,1.0012,1.0012,1.0013,1.0010,1.0011
1.0012,1.0011,1.0014,1.0010,1.0012,1.0012,1.0013,1.0010,1.0011,1.0012,1.0013,1.0010,1.0011
1.0012,1.0012,1.0013,1.0010,1.0011,1.0012,1.0013,1.0010,1.0011,1.0011,1.0012,1.0009,1.0008
1.0011,1.0012,1.0013,1.0010,1.0011,1.0011,1.0012,1.0009,1.0008,1.0010,1.0011,1.0005,1.0007
1.0011,1.0011,1.0012,1.0009,1.0008,1.0010,1.0011,1.0005,1.0007,1.0008,1.0009,1.0006,1.0010
